gamma,n_runs,seeds,ppl_mean,ppl_std,ppl_min,ppl_max,baseline_ppl_mean,baseline_ppl_std,quantized_delta_mean,quantized_delta_std
0.0,3,"42,4242,424242",41.160701751708984,0.34809284301752136,40.79431915283203,41.48704147338867,23.500709533691406,0.0,17.659992218017578,0.34809284301752136
100.0,3,"42,4242,424242",42.88567225138346,0.48797473573789396,42.51708984375,43.439056396484375,23.500709533691406,0.0,19.38496271769206,0.48797473573789396
500.0,3,"42,4242,424242",41.8295046488444,0.5370363867587015,41.47343444824219,42.44721984863281,23.500709533691406,0.0,18.328795115152996,0.5370363867587015
750.0,3,"42,4242,424242",42.58756891886393,1.9593867573023889,41.39795684814453,44.84905242919922,23.500709533691406,0.0,19.086859385172527,1.9593867573023889
1000.0,3,"42,4242,424242",44.25282414754232,2.1779022604676053,42.43976974487305,46.668617248535156,23.500709533691406,0.0,20.75211461385091,2.1779022604676053
1500.0,3,"42,4242,424242",42.030619303385414,1.1845735324260824,40.86274337768555,43.2312126159668,23.500709533691406,0.0,18.52990976969401,1.1845735324260824
2000.0,3,"42,4242,424242",43.591064453125,1.8369569822385818,41.515045166015625,45.00592803955078,23.500709533691406,0.0,20.090354919433594,1.8369569822385818
5000.0,3,"42,4242,424242",42.63068771362305,0.2969341868796855,42.28789520263672,42.80839920043945,23.500709533691406,0.0,19.12997817993164,0.2969341868796855
10000.0,3,"42,4242,424242",41.33504867553711,0.7573590601491651,40.57524490356445,42.08993911743164,23.500709533691406,0.0,17.834339141845703,0.7573590601491651
